user_id,email,registration_date,user_segment,academic_role,research_field,institution,country,subscription_tier
adee278f-1b88-408d-89d8-8e9a708c6bd3,olivia.johnson@otheredu.com,2024-08-13 02:35:56.037438,Student,Masters Student,Sociology,Other University,USA,free
30d285a7-882b-43e2-b29c-d38656473f2b,emma.smith@mit.com,2022-09-26 09:25:53.102635,Industry,Engineer,Computer Science,MIT,Australia,free
3433206d-b768-4d8d-a40b-086a06af900c,robert.martinez@harvardedu.com,2023-12-17 07:09:43.450620,Student,Undergraduate,Physics,Harvard University,Netherlands,free
d56bff16-88ca-4226-9b74-a574311356b3,david.williams@cambridgeedu.com,2024-06-28 09:57:52.446286,Student,Masters Student,Psychology,Cambridge University,UK,free
f527ce5f-0a01-45bd-965e-46631d2e3ba8,william.sato@otheredu.com,2025-01-31 21:24:52.654481,Student,Masters Student,Mathematics,Other University,USA,free
86bafbb2-109c-48f7-bf54-8e238cbc083d,wei.johnson@eduoftoronto.com,2025-07-05 08:23:19.278096,Student,Masters Student,Medicine,University of Toronto,China,free
fbdabee9-bb24-49ca-a2ac-df8f4bf37a3b,robert.wang@otheredu.com,2024-12-13 03:37:12.161232,Industry,Research Scientist,Sociology,Other University,Japan,free
56a948a6-ce9b-4e5b-934f-887d1b3e9edc,yuki.johnson@otheredu.com,2025-05-04 06:06:59.416166,Student,Undergraduate,Economics,Other University,India,free
6a174f49-2a67-4cc9-8f3b-00793d697f95,wei.kim@cambridgeedu.com,2025-04-10 17:13:15.926030,Student,Masters Student,Sociology,Cambridge University,USA,free
99a1ba23-b67d-41f1-b6a0-a0a5c7b730b9,sarah.davis@otheredu.com,2025-08-05 08:15:42.450545,Academic,Assistant Professor,Psychology,Other University,USA,free
168f9975-8eb7-4209-8163-c6bf88be1f22,david.rodriguez@otheredu.com,2025-05-25 07:29:25.800073,Academic,Associate Professor,Sociology,Other University,China,free
d03fe2b3-a6db-4dca-8c97-07df55b8ac19,min.davis@oxfordedu.com,2024-06-28 19:51:15.428779,Academic,Associate Professor,Economics,Oxford University,France,free
6b69b7cd-2b24-456f-b3bf-d9071afb1564,sarah.rodriguez@otheredu.com,2025-04-27 09:38:42.773981,Student,PhD Student,Sociology,Other University,China,free
30e0ec3b-a644-445b-90e4-2f58dd4af334,wei.lee@otheredu.com,2024-10-21 12:15:46.501755,Student,Masters Student,Economics,Other University,Netherlands,free
bf41274a-1f12-4513-a18d-882993f79303,sophia.wang@otheredu.com,2022-09-26 09:25:53.107281,Student,PhD Student,Sociology,Other University,USA,free
ba31450c-afee-45b9-a5cb-ee9cd3e38e86,john.miller@eduoftoronto.com,2025-03-19 14:56:09.470345,Academic,Researcher,Chemistry,University of Toronto,USA,free
0801c033-07e9-4865-a5c7-64ec8290f38c,james.sato@cambridgeedu.com,2022-09-26 09:25:53.107281,Academic,Assistant Professor,Sociology,Cambridge University,China,free
d0c6dc04-cf61-4ef7-82b1-e18baec723dc,john.wang@otheredu.com,2025-03-29 14:12:09.122495,Academic,Associate Professor,Psychology,Other University,China,free
3bda87ea-ff4d-4d46-9a3c-7fdc5d6df527,robert.martinez@otheredu.com,2024-12-26 21:07:37.277771,Student,PhD Student,Psychology,Other University,UK,premium
64265585-3da7-48b0-b99d-a2095cf3d8be,michael.smith@oxfordedu.com,2025-08-30 22:11:44.206446,Academic,Associate Professor,Mathematics,Oxford University,UK,free
bff367e6-488c-4d9f-ba27-3a3dea80540c,min.garcia@otheredu.com,2022-09-26 09:25:53.108280,Student,Masters Student,Medicine,Other University,USA,enterprise
c5898609-56f4-4ca7-9130-067714ce6d98,michael.rodriguez@mit.com,2025-02-10 19:00:20.933945,Academic,Assistant Professor,Psychology,MIT,Canada,premium
11ded6dd-d9f9-446c-a96f-c485a78ad65b,sarah.singh@stanfordedu.com,2022-09-26 09:25:53.108280,Student,PhD Student,Mathematics,Stanford University,India,free
66077488-20a6-4e0e-a693-ddc589c56803,michael.singh@otheredu.com,2025-09-25 01:29:02.069224,Student,Masters Student,Psychology,Other University,Germany,free
37c614a4-09a7-46bc-b474-517abeae73a6,yuki.smith@ethzurich.com,2025-07-04 20:41:49.530845,Student,PhD Student,Engineering,ETH Zurich,China,free
c8e48cbd-2224-4e7e-bc35-85ef13c0d64b,sophia.miller@otheredu.com,2025-06-19 15:56:04.351161,Student,Undergraduate,Psychology,Other University,Canada,free
749cca59-7e78-4acc-9f0a-3f68b7c62374,lisa.kim@otheredu.com,2022-12-06 21:16:05.993789,Student,Masters Student,Mathematics,Other University,UK,premium
d57e33d9-8442-4f47-9ed3-fe34c881be2f,david.kim@otheredu.com,2025-05-13 03:55:20.946129,Industry,Analyst,Chemistry,Other University,Brazil,premium
3f474922-ae7d-4ba4-a303-f5402f529e42,min.garcia@ucberkeley.com,2024-10-20 20:29:32.049721,Student,Masters Student,Physics,UC Berkeley,China,free
6cc09dd9-4d25-43df-91f2-18c927439019,richard.davis@ucberkeley.com,2023-12-13 01:20:50.849444,Student,PhD Student,Physics,UC Berkeley,USA,free
315b65f2-15b8-4424-9c93-c8dba63e78e5,richard.miller@stanfordedu.com,2022-09-26 09:25:53.112283,Academic,Associate Professor,Engineering,Stanford University,China,free
cdcfb38e-2e48-43b0-9cec-a28e0a837031,michael.lee@mit.com,2025-07-08 09:00:38.388305,Student,Undergraduate,Mathematics,MIT,USA,free
a3ab5fd3-5f96-48a7-9186-d0a74689570f,david.lee@eduoftoronto.com,2025-07-07 02:46:17.468798,Academic,Assistant Professor,Engineering,University of Toronto,China,free
864d6ae3-188d-455a-b909-7f46327bae21,olivia.johnson@harvardedu.com,2025-09-17 18:01:02.322710,Student,PhD Student,Biology,Harvard University,USA,enterprise
81a9a257-89c5-4825-a6b7-682182660484,lisa.rodriguez@ucberkeley.com,2025-09-04 22:12:10.158303,Student,PhD Student,Economics,UC Berkeley,USA,free
6d029e6b-e63b-425a-bc80-f5b2032a2699,richard.rodriguez@stanfordedu.com,2025-05-09 03:42:46.782037,Industry,Engineer,Physics,Stanford University,Canada,free
ebecb8c4-68ce-411c-a2a0-39a16720bf74,david.wang@stanfordedu.com,2025-02-16 19:14:41.101230,Academic,Assistant Professor,Medicine,Stanford University,India,free
12796014-e8e7-452c-81c9-2f03b2cc912f,maria.sato@otheredu.com,2025-08-22 07:15:05.166580,Student,Undergraduate,Economics,Other University,USA,free
24b180d4-705b-409a-86e8-c8ce42ceaa97,john.kim@otheredu.com,2025-09-20 17:11:55.713015,Academic,Assistant Professor,Physics,Other University,UK,free
9d614ce4-6221-439c-b423-68680dcf1843,john.jones@eduoftoronto.com,2025-09-10 23:37:34.844978,Academic,Assistant Professor,Chemistry,University of Toronto,USA,free
affaad18-363d-49b3-9598-3a76124a0531,wei.lee@otheredu.com,2024-08-23 02:48:03.859914,Industry,Engineer,Psychology,Other University,USA,free
0d8ea3f2-095e-4ef8-985a-a84a6c3f35aa,min.rodriguez@mit.com,2025-05-07 12:18:54.948241,Academic,Researcher,Computer Science,MIT,USA,free
535a8036-cc6d-4716-b9e2-c902b82f9a5e,richard.sato@ethzurich.com,2025-06-03 18:19:54.392519,Academic,Assistant Professor,Biology,ETH Zurich,India,premium
1376ea4b-021d-4037-8fb3-47f77e2d4ecb,maria.brown@otheredu.com,2022-12-17 05:09:26.109404,Student,Undergraduate,Sociology,Other University,UK,free
cc340cb5-4330-44d8-9773-30befc4e93b0,wei.garcia@stanfordedu.com,2024-12-02 03:42:42.949673,Student,Masters Student,Mathematics,Stanford University,South Korea,free
f9947af0-a110-47b0-81ac-9a54c7375ae1,david.jones@eduoftoronto.com,2023-07-10 20:37:08.431902,Industry,Engineer,Engineering,University of Toronto,USA,free
bf57b01b-263e-4e8a-99c0-9881842257b3,robert.singh@nationaleduofsingapore.com,2025-06-11 19:21:51.820057,Student,PhD Student,Computer Science,National University of Singapore,France,free
8f842e04-8e3b-421c-9570-c03debf1df4d,emma.smith@otheredu.com,2025-03-27 13:10:03.988799,Student,PhD Student,Sociology,Other University,France,free
b85eba89-c3d6-40cd-8b89-211f2abed601,min.martinez@otheredu.com,2025-09-19 06:00:59.090549,Academic,Full Professor,Mathematics,Other University,USA,premium
7f7622eb-0b0f-4223-a6bf-faf8fd18a9b7,john.brown@oxfordedu.com,2025-03-31 05:56:04.354393,Student,Masters Student,Physics,Oxford University,Germany,free
faaf62f9-c4e6-499d-9d2a-ca84c3f1160a,robert.johnson@stanfordedu.com,2025-08-23 11:48:18.443164,Industry,Data Scientist,Chemistry,Stanford University,Japan,free
25e720f4-7583-4c86-872c-84c81ed65d2b,emma.martinez@mit.com,2025-01-15 17:19:13.114692,Librarian,Librarian,Medicine,MIT,USA,free
6b36e9eb-7d5f-44d7-af08-89c939054601,sarah.davis@cambridgeedu.com,2025-06-12 09:31:18.200902,Academic,Associate Professor,Biology,Cambridge University,USA,free
cb6e3608-7b18-4851-8745-66718b9fd1d0,sarah.brown@otheredu.com,2025-03-14 04:16:38.840812,Student,Masters Student,Psychology,Other University,India,free
7c521a42-819a-4c27-a6b9-c1bb1143985c,sarah.miller@nationaleduofsingapore.com,2025-05-01 12:43:38.112855,Librarian,Information Specialist,Economics,National University of Singapore,Brazil,free
17f331eb-1e57-43c9-a34f-d46639bf035f,wei.brown@stanfordedu.com,2022-09-26 09:25:53.117285,Academic,Associate Professor,Economics,Stanford University,Germany,free
1fd44046-7cb6-4f9e-866b-9da58b16be1e,robert.kim@ucberkeley.com,2025-07-23 14:04:57.552918,Industry,Data Scientist,Mathematics,UC Berkeley,India,free
1410f582-8eaa-4820-a5fe-abb9878b3d8e,sarah.williams@eduoftoronto.com,2025-06-27 10:22:55.127186,Industry,Research Scientist,Medicine,University of Toronto,USA,free
fab5b9e4-6140-49f7-962a-42c26dae9de1,sophia.brown@nationaleduofsingapore.com,2025-04-14 17:52:18.395642,Student,PhD Student,Physics,National University of Singapore,USA,free
c0fa4fa0-56bf-40d2-80ad-bac7bf55b9ac,william.martinez@cambridgeedu.com,2024-08-16 04:54:02.530649,Academic,Postdoc,Physics,Cambridge University,UK,free
463c69cd-f6b3-4233-807e-676e07177ab9,william.brown@oxfordedu.com,2023-06-10 20:31:50.704531,Student,Masters Student,Chemistry,Oxford University,Australia,free
13de4d8b-0be1-46fa-a776-a2af944f1870,sophia.singh@stanfordedu.com,2023-12-12 03:29:01.105961,Student,Masters Student,Mathematics,Stanford University,India,premium
7ee25dc0-8225-4579-993f-34f36a775a39,david.lee@cambridgeedu.com,2025-07-31 20:07:02.034075,Academic,Associate Professor,Chemistry,Cambridge University,China,free
e1406e8b-2176-4b2e-9f49-85c84143f9ef,maria.miller@otheredu.com,2025-01-12 20:29:16.676237,Student,Undergraduate,Computer Science,Other University,India,free
1f7058da-ecac-402c-95e9-5a285b2ea0f8,sophia.jones@cambridgeedu.com,2024-07-28 23:46:25.426196,Academic,Postdoc,Physics,Cambridge University,Brazil,free
9afa8fd2-39e8-437f-a4bd-9b191d181d1b,sarah.rodriguez@otheredu.com,2025-01-22 15:38:06.585579,Student,Undergraduate,Psychology,Other University,Canada,free
0ee48af6-6ddd-4df5-b28d-48b457773269,lisa.lee@cambridgeedu.com,2025-04-09 10:59:36.572861,Academic,Researcher,Mathematics,Cambridge University,Germany,free
3e527276-d7b4-43ee-aa65-de0b36b08706,min.rodriguez@harvardedu.com,2025-09-22 13:47:45.961077,Student,Masters Student,Chemistry,Harvard University,India,free
533a5514-5aff-4730-a070-b6996fe6f2c6,yuki.smith@otheredu.com,2025-09-08 18:34:38.301715,Academic,Researcher,Medicine,Other University,USA,free
9b00c97f-3397-4189-ac80-b4d62511098f,olivia.lee@mit.com,2023-01-06 02:00:38.647317,Industry,Data Scientist,Mathematics,MIT,Germany,free
af19e1b2-6fcb-4f7b-ac8a-1f75f91c612f,richard.kim@nationaleduofsingapore.com,2025-08-18 00:26:12.838322,Industry,Analyst,Computer Science,National University of Singapore,Brazil,free
bfb965d5-dbec-4258-b013-a63da9ca062e,william.wang@harvardedu.com,2022-09-26 09:25:53.121282,Librarian,Librarian,Computer Science,Harvard University,China,free
6f2d3da8-a8c0-48d1-8ca8-68f3afdd9833,min.miller@harvardedu.com,2025-07-13 04:47:27.965454,Student,Masters Student,Engineering,Harvard University,Australia,free
97cf8819-47b6-4064-b378-a812444f7dde,david.jones@harvardedu.com,2025-02-28 00:16:37.898509,Industry,Data Scientist,Computer Science,Harvard University,Canada,free
a61594e7-1272-4603-894b-fbbf0603d263,richard.williams@eduoftokyo.com,2024-12-10 21:44:54.945769,Student,Undergraduate,Economics,University of Tokyo,China,free
bdb460ff-0c0b-4fdf-a342-766591a68f6f,yuki.brown@cambridgeedu.com,2025-08-22 11:39:16.690316,Academic,Researcher,Mathematics,Cambridge University,Germany,free
85a8c786-f51c-49e4-a67c-a49b0459f355,maria.jones@otheredu.com,2025-05-23 20:09:44.507210,Academic,Researcher,Psychology,Other University,USA,free
535d7813-8ed1-4865-abaf-4aa078195c51,david.kim@otheredu.com,2025-06-08 13:32:45.439136,Academic,Assistant Professor,Chemistry,Other University,Australia,free
1bb6e46c-d52c-4d32-ac39-474ab951b627,wei.singh@ethzurich.com,2024-05-25 06:13:18.077488,Student,PhD Student,Psychology,ETH Zurich,Germany,free
61958567-9c93-4b86-b10d-f6f6939e948a,sarah.rodriguez@eduoftoronto.com,2025-06-21 04:45:20.168398,Student,PhD Student,Computer Science,University of Toronto,China,free
cedf6de0-0c05-4cd3-8433-63dcbd0891a2,min.miller@otheredu.com,2025-09-12 11:53:41.134558,Academic,Associate Professor,Medicine,Other University,USA,premium
980d23de-5412-4294-9867-6e69322611b9,david.miller@stanfordedu.com,2025-01-10 22:34:58.424035,Industry,Engineer,Medicine,Stanford University,UK,free
5cdd30fb-4ba4-4442-bb27-1b9096495648,maria.jones@harvardedu.com,2025-08-12 18:40:37.847983,Librarian,Librarian,Engineering,Harvard University,USA,free
616248ca-a3db-4f13-8af7-d646b268b968,robert.garcia@otheredu.com,2022-09-26 09:25:53.126626,Student,Undergraduate,Biology,Other University,China,free
e8d31435-32c9-481f-97c6-3cfdad55a65b,michael.singh@otheredu.com,2025-08-23 11:13:54.477132,Student,PhD Student,Computer Science,Other University,USA,free
680f79a7-c8a1-4cad-865c-47d51ba17ff3,wei.sato@stanfordedu.com,2024-07-06 04:43:21.532993,Academic,Associate Professor,Physics,Stanford University,Australia,free
77a29a67-2f19-4660-990e-dbff4c0fc177,olivia.johnson@stanfordedu.com,2025-01-11 13:36:21.929267,Student,PhD Student,Mathematics,Stanford University,China,free
1a2d7648-be74-4e29-b5ad-0c7cb1a9d837,robert.smith@otheredu.com,2025-09-25 03:29:17.463121,Academic,Assistant Professor,Medicine,Other University,India,free
6b8126bf-5b55-4dcf-8d51-5473d0cc8949,james.miller@otheredu.com,2025-02-01 19:40:59.021724,Student,Undergraduate,Sociology,Other University,China,premium
6f9c6823-31b6-407b-b0f3-4ab66a079998,sarah.sato@otheredu.com,2022-09-26 09:25:53.128606,Student,Masters Student,Psychology,Other University,France,free
cc442677-5896-4c39-b561-ca555a6a57e4,michael.brown@otheredu.com,2025-01-21 15:05:34.406906,Student,PhD Student,Economics,Other University,Japan,free
3d74af38-c6fc-4393-a28a-6004f226f18e,robert.davis@eduoftoronto.com,2024-07-01 17:05:02.665405,Student,Masters Student,Medicine,University of Toronto,UK,free
be586748-661c-44e6-8287-556378f94a25,robert.sato@otheredu.com,2023-08-28 03:06:11.859963,Academic,Researcher,Physics,Other University,South Korea,free
1dc26981-a64a-4d45-b905-7fcdcf19de8a,william.jones@cambridgeedu.com,2025-02-20 12:30:37.405268,Academic,Associate Professor,Psychology,Cambridge University,China,free
9844dbd1-89f7-42e0-8c57-3874362ff898,john.brown@otheredu.com,2025-04-07 10:38:35.532548,Student,Undergraduate,Medicine,Other University,China,free
bef1ac9b-8db2-4826-b0ad-d5defb6c407b,robert.wang@ethzurich.com,2024-08-28 15:46:26.972324,Librarian,Information Specialist,Biology,ETH Zurich,UK,free
ca108052-1eea-415f-ba49-842a39e5f926,emma.wang@eduoftoronto.com,2025-08-12 09:44:23.703647,Student,Undergraduate,Biology,University of Toronto,China,free
4cf860e1-fd9d-469f-89d6-97d724e2fe2f,yuki.singh@nationaleduofsingapore.com,2025-04-28 05:54:55.327004,Academic,Assistant Professor,Physics,National University of Singapore,USA,free
7b0fd3b7-f649-45e5-8688-abc129a66a93,maria.wang@otheredu.com,2024-06-08 09:52:11.059240,Industry,Research Scientist,Chemistry,Other University,USA,free
2e42c6e0-9ea0-4c8a-824e-f9db6724cdec,robert.miller@stanfordedu.com,2025-04-27 08:33:55.003951,Academic,Postdoc,Physics,Stanford University,USA,free
348e568d-f9b9-47a7-971f-830b9369ac0b,maria.rodriguez@harvardedu.com,2025-08-19 05:59:59.314101,Academic,Assistant Professor,Physics,Harvard University,USA,free
e656267c-4b15-4cd8-b1b0-cb3cad8dc275,william.kim@stanfordedu.com,2025-08-16 07:44:30.282467,Student,Undergraduate,Biology,Stanford University,Germany,free
17ed514d-c87d-4bb1-bbd7-7c4f4d21bd80,sophia.miller@oxfordedu.com,2022-09-26 09:25:53.130689,Academic,Full Professor,Physics,Oxford University,China,free
5b397a12-40cd-4232-a725-211a0ea4efe2,wei.rodriguez@otheredu.com,2024-07-31 07:04:50.641159,Academic,Full Professor,Mathematics,Other University,India,free
78c993f0-a151-47fb-8bc9-3d7cad5f0f64,olivia.jones@eduoftoronto.com,2025-08-09 12:36:09.289543,Academic,Full Professor,Biology,University of Toronto,China,premium
fcfc04e3-76d0-491b-aad1-43e702db797e,james.garcia@otheredu.com,2024-03-11 14:48:06.917501,Academic,Researcher,Mathematics,Other University,South Korea,free
19108676-9474-4445-8386-f137ebc42fd0,yuki.davis@cambridgeedu.com,2024-11-27 03:40:17.031757,Academic,Full Professor,Physics,Cambridge University,USA,free
cc9b124f-08fa-4d73-b359-b0ee96bb9c1c,emma.kim@nationaleduofsingapore.com,2025-07-21 00:07:20.083787,Student,Masters Student,Psychology,National University of Singapore,China,enterprise
cb2783e0-d85e-4c81-af26-b9712edac313,yuki.kim@oxfordedu.com,2025-06-14 15:20:44.617133,Student,Undergraduate,Mathematics,Oxford University,USA,free
89e404d9-4138-457e-b487-63e58b4a3a4c,william.singh@stanfordedu.com,2025-08-04 13:20:20.616621,Academic,Full Professor,Economics,Stanford University,USA,free
9802eb2d-c290-4d86-869f-4e681d60e8bd,robert.garcia@otheredu.com,2025-09-05 10:18:04.733255,Academic,Researcher,Engineering,Other University,India,free
e5172d02-d369-4ded-bb28-5f8961fcdf99,william.miller@eduoftoronto.com,2025-08-09 20:36:57.429068,Student,PhD Student,Economics,University of Toronto,Australia,free
6739f6bb-c1da-49e8-ab73-ac441319e188,sarah.martinez@stanfordedu.com,2024-06-18 16:16:32.327393,Student,Masters Student,Engineering,Stanford University,USA,free
ce7dee55-5017-46fa-8145-f4370598a6bb,maria.wang@eduoftokyo.com,2025-04-06 08:33:38.217073,Industry,Engineer,Medicine,University of Tokyo,USA,free
8bbcd665-e7dc-41c0-92ee-659b18e0b56f,david.smith@oxfordedu.com,2024-11-22 14:32:55.599138,Student,Undergraduate,Economics,Oxford University,France,free
cbc9e1de-a4dd-46c5-8ecb-71a85dc6f2bc,james.rodriguez@nationaleduofsingapore.com,2024-06-05 14:59:32.817460,Student,Undergraduate,Physics,National University of Singapore,USA,free
c9f88c41-729c-48d6-8457-ae540238fd0b,min.jones@otheredu.com,2025-08-17 02:26:28.533763,Student,Masters Student,Mathematics,Other University,UK,free
564435c0-03cf-458b-a0ce-d37a19c67875,david.brown@eduoftokyo.com,2025-06-27 10:12:49.262133,Student,Masters Student,Chemistry,University of Tokyo,USA,free
65e9a7d1-19a7-4cc8-88ce-13a0d74dff32,william.brown@otheredu.com,2024-09-04 15:56:09.148964,Student,PhD Student,Biology,Other University,France,free
37c0e77f-873e-4033-ade7-55e793502c7b,richard.martinez@cambridgeedu.com,2025-08-08 10:20:29.223459,Academic,Assistant Professor,Medicine,Cambridge University,India,free
604917da-1526-42cb-a9ce-c90895d3b6ed,maria.davis@harvardedu.com,2025-01-12 07:35:52.760838,Academic,Researcher,Chemistry,Harvard University,UK,free
a494ebf4-5aac-41f1-87a6-5b3181bf49f8,william.jones@mit.com,2025-02-04 12:00:39.579248,Student,PhD Student,Engineering,MIT,China,free
2cb5fb0a-a9be-48d0-9393-7c5204c033b9,yuki.wang@eduoftoronto.com,2025-04-08 13:31:52.888884,Industry,Data Scientist,Physics,University of Toronto,Australia,free
4c98e54d-67c9-4343-9b76-8be332b293c2,yuki.davis@otheredu.com,2022-09-26 09:25:53.136193,Student,PhD Student,Mathematics,Other University,France,free
bc374390-45e8-4d8d-bcc5-928deb83abd9,lisa.wang@stanfordedu.com,2025-07-16 11:05:22.526002,Academic,Researcher,Economics,Stanford University,USA,free
cfeb99a3-bd6f-4b3a-82e5-8498d7b5ed99,olivia.williams@stanfordedu.com,2025-04-20 21:17:42.008950,Librarian,Information Specialist,Mathematics,Stanford University,Germany,free
78cced3f-5754-4b9a-a242-7c51feeb2e6d,david.wang@cambridgeedu.com,2025-08-26 20:18:27.113640,Industry,Research Scientist,Psychology,Cambridge University,USA,free
5cdae07f-623b-43d4-a4a3-da220bdcc7cf,yuki.williams@otheredu.com,2025-02-08 16:44:05.069167,Academic,Assistant Professor,Sociology,Other University,Japan,free
e5222d50-ea47-4a15-a88b-da69b9caf3bb,sarah.rodriguez@otheredu.com,2024-12-03 05:35:36.942364,Student,PhD Student,Medicine,Other University,Australia,free
97b56929-6c75-4cdf-adc2-6f9576d1ff4c,sarah.sato@otheredu.com,2025-09-05 23:36:00.047270,Industry,Research Scientist,Sociology,Other University,USA,free
7b66e360-c996-4e9a-833e-afdca9c792bd,michael.sato@stanfordedu.com,2022-11-12 21:36:50.967333,Industry,Data Scientist,Sociology,Stanford University,USA,free
29608f24-c064-4be0-b1e0-5bf39673847e,sarah.kim@harvardedu.com,2025-06-11 10:39:55.020286,Student,Masters Student,Biology,Harvard University,India,free
5ba6098b-9fd9-4179-b9d0-2d1dd0844fd3,john.miller@oxfordedu.com,2025-02-26 07:26:40.730245,Academic,Postdoc,Medicine,Oxford University,China,free
2e15a2d2-7256-4169-952f-13aed03e295e,david.sato@otheredu.com,2025-07-03 14:37:56.382967,Student,Masters Student,Physics,Other University,India,free
430061ab-0b1d-45ad-bc91-79c649b54399,maria.johnson@harvardedu.com,2025-09-03 03:35:04.744619,Student,Masters Student,Biology,Harvard University,USA,free
0a1926a5-28f6-4582-b0ee-f592482703fc,david.smith@otheredu.com,2025-09-21 18:38:59.388342,Industry,Data Scientist,Economics,Other University,Japan,free
b777d9d6-80d6-451d-a8fe-f13625ffa738,robert.rodriguez@otheredu.com,2025-09-03 09:19:33.841202,Industry,Engineer,Mathematics,Other University,UK,free
3e929f47-87ef-4f1d-b271-95395e93b213,wei.garcia@harvardedu.com,2025-09-24 07:20:59.366032,Academic,Postdoc,Medicine,Harvard University,USA,free
55edfece-1262-47c8-a7e6-6a23dfa9297d,sarah.martinez@otheredu.com,2024-10-26 16:28:51.930305,Student,Masters Student,Biology,Other University,USA,premium
63300cc1-1cde-4362-aef3-f92f9b682a5f,yuki.lee@ethzurich.com,2025-06-15 08:08:20.492160,Student,PhD Student,Chemistry,ETH Zurich,India,premium
ee098488-2811-4d78-b0da-0f8e8d641b11,yuki.smith@otheredu.com,2025-07-15 01:18:26.057943,Industry,Research Scientist,Mathematics,Other University,USA,free
c4d49232-8dac-4980-9e15-49b58bd08bbe,john.rodriguez@otheredu.com,2025-07-23 20:33:46.587797,Industry,Analyst,Biology,Other University,China,free
8cfd0d75-ca52-4134-81ec-e8395784ce4b,min.smith@otheredu.com,2025-01-20 20:54:48.465680,Industry,Research Scientist,Sociology,Other University,China,free
63d80368-31f9-4677-8ed0-eb1a33470a13,john.rodriguez@otheredu.com,2025-05-20 23:41:03.026112,Student,Undergraduate,Economics,Other University,Japan,free
81b686ef-ab89-470f-8af4-9e4f5f0b0bd5,james.rodriguez@otheredu.com,2025-03-16 21:42:00.934452,Student,Undergraduate,Chemistry,Other University,China,free
3a8d81f1-2785-464e-8d24-f11dd7cf50ed,sophia.smith@eduoftoronto.com,2025-05-30 02:34:08.901899,Academic,Full Professor,Engineering,University of Toronto,China,free
5db6d5da-88a9-4f84-bd63-cbf6bfdd9f66,min.kim@otheredu.com,2024-09-10 18:31:42.675495,Academic,Assistant Professor,Physics,Other University,South Korea,free
e81a4301-1558-4ce1-ba30-0be69cfd1290,lisa.johnson@nationaleduofsingapore.com,2025-07-30 07:30:30.384727,Student,Undergraduate,Chemistry,National University of Singapore,China,free
c023e992-6b38-4d91-961f-a7a771e9d5c9,emma.rodriguez@otheredu.com,2025-08-21 20:47:12.625015,Librarian,Librarian,Chemistry,Other University,Brazil,free
7b4819c3-441d-481b-a865-d8e1d9b945cc,david.brown@ucberkeley.com,2024-10-29 11:29:29.156682,Student,Masters Student,Engineering,UC Berkeley,China,free
079ced7d-8cf1-49f4-8b06-19640a8e4ea1,robert.martinez@eduoftoronto.com,2025-04-28 04:01:34.934997,Academic,Postdoc,Economics,University of Toronto,Brazil,free
185ca00f-8d7d-4a60-93cb-5a9766744e6e,james.sato@eduoftoronto.com,2024-08-24 12:25:15.453049,Academic,Associate Professor,Medicine,University of Toronto,South Korea,free
07bd7e16-35ca-438a-8c8c-b64b8b640859,olivia.jones@eduoftokyo.com,2025-04-08 23:31:09.706290,Student,PhD Student,Economics,University of Tokyo,South Korea,free
cc4383ce-b75a-45a5-8dbf-4e0bb6f9a73c,richard.johnson@ethzurich.com,2025-08-31 04:10:43.919278,Student,Masters Student,Sociology,ETH Zurich,India,free
83c3dd82-dee5-4c2e-9ada-a4afab9c43dd,olivia.miller@otheredu.com,2024-11-05 03:37:34.951994,Student,Undergraduate,Engineering,Other University,USA,free
24ad9ca4-ccd4-49e8-99fa-abf21f37f82a,wei.martinez@stanfordedu.com,2025-07-10 23:12:50.027225,Librarian,Information Specialist,Economics,Stanford University,China,free
e464d0ca-04d4-42bd-896c-830fc7fc91ad,maria.wang@stanfordedu.com,2022-09-26 09:25:53.146192,Academic,Assistant Professor,Medicine,Stanford University,India,enterprise
eed6479b-c535-44b9-9576-1d309eb6893d,maria.jones@cambridgeedu.com,2025-07-18 10:04:15.163588,Student,Masters Student,Medicine,Cambridge University,USA,premium
44193af2-6554-4ffb-87ce-daac8296b073,michael.lee@oxfordedu.com,2024-02-17 11:28:35.668623,Academic,Full Professor,Psychology,Oxford University,China,free
14def42f-bcfc-4631-97c8-e185e111b8dc,sarah.johnson@otheredu.com,2025-09-19 16:43:17.747671,Student,Masters Student,Computer Science,Other University,China,free
6e36fb9c-3af1-4e45-bb2f-f3e8438d4c53,richard.miller@stanfordedu.com,2025-06-22 12:52:42.873481,Academic,Full Professor,Medicine,Stanford University,Brazil,free
1083e8de-c671-4156-a1e6-4714f296e290,richard.rodriguez@cambridgeedu.com,2024-10-01 08:34:29.725319,Academic,Associate Professor,Computer Science,Cambridge University,Australia,free
796e914d-7442-43e0-993e-b984ad600c16,yuki.smith@ethzurich.com,2024-02-13 02:10:51.951952,Industry,Engineer,Mathematics,ETH Zurich,USA,free
6e96d896-cc43-435f-b2c1-7e7a00ee54cc,john.wang@nationaleduofsingapore.com,2025-02-24 06:09:57.561765,Industry,Data Scientist,Economics,National University of Singapore,Brazil,free
a92c1d46-c5cc-4454-8ea2-ab0fc4f49d28,lisa.johnson@stanfordedu.com,2025-04-16 17:49:56.411690,Academic,Full Professor,Physics,Stanford University,USA,free
77b2b382-80bb-4c88-9227-ae81634ed42b,yuki.sato@nationaleduofsingapore.com,2022-12-10 13:51:31.173540,Academic,Researcher,Economics,National University of Singapore,Brazil,free
